from,to
"D00979","H01674"
"D00290","H00312"
"D00517","H01632"
"D03903","H00350"
"D00978","H01657"
"D10430","H01621"
"D00088","H01695"
"D10679","H00003"
"D08514","H01621"
"D02745","H00006"
"D09900","H01963"
"D00924","H01176"
"D11092","H01635"
"D01264","H00002"
"D00290","H00332"
"D00129","H01862"
"D00473","H01604"
"D00978","H00079"
"D00491","H00014"
"D03503","H01634"
"D00518","H00745"
"D00290","H00110"
"D11674","H01006"
"D00973","H01672"
"D00059","H00057"
"D00975","H01694"
"D10137","H00020"
"D03903","H00305"
"D08914","H02427"
"D10574","H00007"
"D10161","H00630"
"D00796","H01649"
"D00074","H01619"
"D10851","H01563"
"D00236","H01521"
"D00434","H00155"
"D09780","H00409"
"D07523","H00183"
"D00804","H01043"
"D08860","H01656"
"D00567","H00630"
"D10308","H00630"
"D09996","H02425"
"D02125","H00360"
"D04715","H00036"
"D06078","H01593"
"D10192","H00030"
"D00292","H01604"
"D03093","H01445"
"D11395","H01563"
"D02030","H01589"
"D05706","H00328"
"D11723","H01633"
"D00994","H01594"
"D01053","H00334"
"D05768","H00057"
"D00088","H01598"
"D00749","H00630"
"D00247","H01657"
"D00633","H01730"
"D01227","H01621"
"D07085","H02418"
"D00473","H00237"
"D03215","H01293"
"D00088","H00366"
"D00481","H01634"
"D02461","H01315"
"D11706","H01602"
"D03327","H00017"
"D02593","H01522"
"D00979","H01358"
"D01179","H01459"
"D11194","H00254"
"D00139","H01656"
"D00981","H01299"
"D00592","H00344"
"D00599","H00612"
"D00341","H00229"
"D00146","H01604"
"D00747","H00436"
"D01361","H00319"
"D06053","H01469"
"D11036","H01714"
"D00473","H01648"
"D00407","H01604"
"D00809","H01646"
"D10179","H00409"
"D00604","H01633"
"D08575","H00059"
"D00638","H00731"
"D00975","H00080"
"D01096","H01358"
"D02780","H01611"
"D09360","H01467"
"D00570","H01532"
"D00587","H00314"
"D10579","H01593"
"D10193","H00975"
"D00473","H00286"
"D01984","H01522"
"D00307","H00427"
"D00473","H01328"
"D00978","H01463"
"D00307","H00110"
"D00295","H01602"
"D00307","H01318"
"D11054","H01053"
"D11576","H01672"
"D00118","H01532"
"D00627","H01633"
"D10374","H01641"
"D00426","H01653"
"D00351","H01652"
"D00238","H00083"
"D00669","H01609"
"D11644","H00013"
"D09951","H00004"
"D00407","H01358"
"D00292","H01672"
"D00307","H00322"
"D02129","H00323"
"D00661","H01502"
"D01350","H00325"
"D02122","H00349"
"D01179","H01662"
"D08736","H01331"
"D00287","H01657"
"D00652","H00612"
"D05408","H01325"
"D00975","H00342"
"D00472","H01463"
"D00653","H00612"
"D11386","H00001"
"D00148","H00995"
"D02009","H00315"
"D02177","H00028"
"D01277","H01005"
"D00751","H01357"
"D07364","H01048"
"D00471","H01045"
"D00981","H00079"
"D00983","H01698"
"D03582","H01635"
"D10885","H01593"
"D10135","H01621"
"D00981","H01758"
"D02500","H01418"
"D00088","H01648"
"D00413","H01563"
"D04687","H01464"
"D04768","H00601"
"D02122","H01325"
"D10104","H00014"
"D00973","H00080"
"D00939","H01593"
"D00180","H00549"
"D01275","H00003"
"D02076","H00612"
"D00811","H01450"
"D02486","H00356"
"D00983","H01694"
"D00472","H01695"
"D00323","H00363"
"D02166","H00002"
"D00292","H01648"
"D11521","H01563"
"D01068","H00023"
"D02216","H01176"
"D09371","H00020"
"D00140","H00319"
"D07130","H01032"
"D10826","H00409"
"D01053","H00328"
"D03256","H00368"
"D02122","H01415"
"D10206","H01653"
"D00537","H01813"
"D11555","H00036"
"D00751","H01463"
"D00214","H00023"
"D10679","H00005"
"D10555","H00005"
"D02716","H01459"
"D00475","H01532"
"D03903","H00332"
"D10280","H01633"
"D06675","H00412"
"D04645","H00031"
"D10403","H01615"
"D00426","H01649"
"D02122","H00427"
"D00583","H00228"
"D00266","H00007"
"D02115","H01463"
"D00981","H01873"
"D00368","H01092"
"D10192","H00029"
"D01363","H00027"
"D00307","H00348"
"D00826","H01646"
"D00567","H01672"
"D00341","H02420"
"D00088","H00630"
"D02802","H01490"
"D00892","H00155"
"D03684","H01470"
"D03903","H00326"
"D00964","H00031"
"D00473","H00630"
"D00742","H01672"
"D00380","H00409"
"D10024","H01437"
"D01264","H00003"
"D10297","H01714"
"D10316","H00021"
"D10792","H01445"
"D00897","H01563"
"D06670","H01563"
"D09316","H01532"
"D00850","H00326"
"D00584","H00039"
"D05134","H00002"
"D00473","H01714"
"D00351","H01334"
"D01096","H01357"
"D01373","H01714"
"D03903","H01440"
"D07445","H01895"
"D00751","H00216"
"D00769","H01730"
"D00472","H01694"
"D00180","H01803"
"D03846","H01490"
"D00503","H01649"
"D00672","H01357"
"D00472","H01656"
"D00214","H00037"
"D01161","H00031"
"D01703","H00079"
"D11713","H00032"
"D00821","H01646"
"D00075","H00255"
"D00134","H01153"
"D09315","H00912"
"D00666","H01360"
"D06248","H00024"
"D01192","H01360"
"D02461","H00328"
"D04358","H01674"
"D04112","H01563"
"D00687","H00079"
"D10453","H00338"
"D10534","H01656"
"D00327","H00255"
"D03068","H00080"
"D04127","H01490"
"D01275","H00031"
"D02095","H01611"
"D00307","H00312"
"D00978","H00237"
"D00850","H00305"
"D10316","H00020"
"D00322","H00363"
"D03257","H00031"
"D10501","H00079"
"D00290","H00354"
"D00229","H00315"
"D00983","H01360"
"D00975","H00079"
"D03505","H01669"
"D00473","H01360"
"D00748","H00038"
"D11581","H01633"
"D04431","H00412"
"D10586","H00409"
"D00203","H01499"
"D02234","H01360"
"D09214","H01507"
"D00727","H01466"
"D09783","H01656"
"D00978","H01648"
"D10316","H00013"
"D08776","H01321"
"D06408","H00210"
"D05177","H00165"
"D10801","H00368"
"D00088","H01585"
"D10274","H01633"
"D00777","H00398"
"D00983","H00630"
"D01112","H01445"
"D00688","H01714"
"D06886","H00286"
"D09315","H00282"
"D00288","H00007"
"D02115","H01656"
"D11575","H01634"
"D10927","H00022"
"D05408","H00343"
"D00353","H00412"
"D00981","H00083"
"D00780","H01388"
"D00237","H00630"
"D10689","H01596"
"D08071","H01646"
"D03721","H01895"
"D00559","H00057"
"D01053","H00315"
"D03250","H00408"
"D00975","H01507"
"D00330","H00630"
"D00570","H00288"
"D00290","H00305"
"D10354","H01358"
"D06109","H00003"
"D10753","H01563"
"D05014","H01475"
"D00292","H01695"
"D01748","H01620"
"D11108","H00039"
"D08774","H00320"
"D00440","H01634"
"D07938","H01646"
"D00831","H00361"
"D08083","H00286"
"D00222","H00366"
"D03203","H01507"
"D00287","H01513"
"D09756","H00409"
"D11077","H00167"
"D00825","H01646"
"D05386","H00821"
"D00105","H01593"
"D02122","H00321"
"D09595","H01714"
"D05744","H01714"
"D00579","H00368"
"D02122","H00322"
"D09638","H00155"
"D04486","H01593"
"D10526","H00018"
"D10295","H00079"
"D03940","H01491"
"D02082","H01633"
"D10574","H00014"
"D00871","H00349"
"D09783","H00630"
"D00854","H01409"
